都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
222038,3110100000,静岡県,沼津市,清掃プラント,セイソウプラント,,,沼津市上香貫三ノ洞2417-1,,35.091778,138.882263,,,8.00002E+12,沼津市,,,,,,,,
222038,3110200000,静岡県,沼津市,衛生プラント,エイセイプラント,,,沼津市原字女鹿塚2948-1,,35.127247,138.788528,,,8.00002E+12,沼津市,,,,,,,,
222038,3110300000,静岡県,沼津市,戸田衛生センター,ヘダエイセイセンター,,,沼津市戸田字磯辺崎3861-1,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,3110400000,静岡県,沼津市,中継・中間処理施設,チュウケイ・チュウカンショリシセツ,,,沼津市山ヶ下町2410-1,,35.094837,138.88472,,,8.00002E+12,沼津市,,,,,,,,
222038,3110500000,静岡県,沼津市,最終処分場,サイシュウショブンジョウ,,,沼津市植田字前通281-11,,35.139431,138.756821,,,8.00002E+12,沼津市,,,,,,,,
222038,3110600000,静岡県,沼津市,中間処理場,チュウカンショリジョウ,,,沼津市上香貫二ノ洞2416-1,,35.091804,138.882251,,,8.00002E+12,沼津市,,,,,,,,
222038,2310100000,静岡県,沼津市,原大塚倉庫,ハラオオツカソウコ,,,沼津市大塚3-37,,35.120754,138.802216,,,8.00002E+12,沼津市,,,,,,,,
222038,2310200000,静岡県,沼津市,原倉庫,ハラソウコ,,,沼津市原1200－1,,35.128502,138.793274,,,8.00002E+12,沼津市,,,,,,,,
222038,2310700000,静岡県,沼津市,海岸清掃機械器具庫,カイガンセイソウキカイキグコ,,,沼津市志下字東町247-7,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,2310800000,静岡県,沼津市,岡宮北区画整理事務所(資材倉庫),オカノミヤキタクカクセイリジムショ(シザイソウコ),,,沼津市岡宮1242-2,,35.134492,138.86781,,,8.00002E+12,沼津市,,,,,,,,
222038,2311000000,静岡県,沼津市,歴史民俗資料館原収蔵庫,レキシミンゾクシリョウカンハラシュウゾウコ,,,沼津市原字堀金380-3,,35.124744,138.792953,,,8.00002E+12,沼津市,,,,,,,,
222038,2311200000,静岡県,沼津市,歴史民俗資料館(旧)静浦東小学校収蔵庫,レキシミンゾクシリョウカン(キュウ)シズウラヒガシショウガッコウシュウゾウコ,,,沼津市口野30-23,,35.047123,138.906799,,,8.00002E+12,沼津市,,,,,,,,
222038,2320100000,静岡県,沼津市,教職員研修センター,キョウショクインケンシュウセンター,,,沼津市八幡町97,,35.098792,138.854377,,,8.00002E+12,沼津市,,,,,,,,
222038,2320200000,静岡県,沼津市,旧静浦東小学校放置自転車解体作業所,キュウシズウラヒガシショウガッコウホウチジテンシャカイタイサギョウジョ,,,沼津市口野30番23号,,35.047123,138.906799,,,8.00002E+12,沼津市,,,,,,,,
222038,5110100000,静岡県,沼津市,(旧旧)静浦中学校,(キュウキュウ)シズウラチュウガッコウ,,,沼津市獅子浜400他,,35.057156,138.889236,,,8.00002E+12,沼津市,,,,,,,,
222038,5110300000,静岡県,沼津市,(旧)国民宿舎伊豆戸田荘,(キュウ)コクミンシュクシャイズヘダソウ,,,沼津市戸田3705-10,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,5111100000,静岡県,沼津市,(旧)静浦東小学校,(キュウ)シズウラヒガシショウガッコウ,,,沼津市口野30-23,,35.047123,138.906799,,,8.00002E+12,沼津市,,,,,,,,
222038,5111500000,静岡県,沼津市,(旧)消防団第３分団,(キュウ)ショウボウダンダイ３ブンダン,,,沼津市千本1905-1,,35.134186,138.82959,,,8.00002E+12,沼津市,,,,,,,,
222038,5111600000,静岡県,沼津市,(旧)消防団第３０分団,(キュウ)ショウボウダンダイ３０ブンダン,,,沼津市大塚111-2,,35.110802,138.828674,,,8.00002E+12,沼津市,,,,,,,,
222038,5111900000,静岡県,沼津市,塩づくり体験実習棟,シオヅクリタイケンジッシュウトウ,,,沼津市戸田3705-4,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,1221700000,静岡県,沼津市,"(旧)静浦西小学校
((旧)静浦中学校)","(キュウ)シズウラニシショウガッコウ
((キュウ)シズウラチュウガッコウ)",,,沼津市志下530,,35.063286,138.88401,,,8.00002E+12,沼津市,,,,,,,,
222038,1411000000,静岡県,沼津市,(旧)西浦保育所,(キュウ)ニシウラホイクジョ,,,沼津市西浦立保22-1,,35.016525,138.853134,,,8.00002E+12,沼津市,,,,,,,,
222038,1510400000,静岡県,沼津市,第五小学校デイサービスセンター,ダイゴショウガッコウデイサービスセンター,,,沼津市米山町9－1,,35.107358,138.863153,,,8.00002E+12,沼津市,,,,,,,,
222038,1510900000,静岡県,沼津市,はら駅南デイサービスセンター,ハラエキナンデイサービスセンター,,,沼津市原字御殿場277,,35.124489,138.797852,,,8.00002E+12,沼津市,,,,,,,,
222038,1720700000,静岡県,沼津市,(旧)少年自然の家,(キュウ)ショウネンシゼンノイエ,,,沼津市足高字尾ノ上220-4,,35.142986,138.851669,,,8.00002E+12,沼津市,,,,,,,,
222038,1820600000,静岡県,沼津市,東原医師住宅,ヒガシバライシジュウタク,,,沼津市東原348-1,,35.126835,138.818985,,,8.00002E+12,沼津市,,,,,,,,
222038,2110200000,静岡県,沼津市,(旧)戸田庁舎,(キュウ)ヘダチョウシャ,,,沼津市戸田339,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2121200000,静岡県,沼津市,(旧)戸田市民窓口事務所,(キュウ)ヘダシミンマドグチジムショ,,,沼津市戸田339,,34.964218,138.800659,,,8.00002E+12,沼津市,,,,,,,,
222038,2211000000,静岡県,沼津市,(旧)北消防署西分署,(キュウ)キタショウボウショニシブンショ,,,沼津市東椎路春ノ木537,,35.119961,138.83513,,,8.00002E+12,沼津市,,,,,,,,
222038,2221000000,静岡県,沼津市,消防団資器材保管庫,ショウボウダンシキザイホカンコ,,,沼津市口野145-16,,35.095035,138.864849,,,8.00002E+12,沼津市,,,,,,,,
222038,2310500000,静岡県,沼津市,本郷町市有物件,ホンゴウチョウシユウブッケン,,,沼津市本郷町13-16,,35.113291,138.859355,,,8.00002E+12,沼津市,,,,,,,,
222038,2311100000,静岡県,沼津市,(旧)文化財収蔵庫,(キュウ)ブンカザイシュウゾウコ,,,沼津市我入道蔓陀ヶ原509-2,,35.079408,138.861523,,,8.00002E+12,沼津市,,,,,,,,
