都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.15.72,138.52.23.79,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.28.23,138.52.18.98,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.17.24,138.52.17.67,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.22.15,138.52.14.45,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.25.27,138.52.11.43,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.27.04,138.52.5.27,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.21.23,138.52.5.8,150,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.7.54.56,138.48.11.16,150,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.42.89,138.48.19.8,300,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.38.32,138.48.17.53,300,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.47.19,138.48.12.55,100,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.45.36,138.48.18.43,100,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.43.23,138.48.15.22,150,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.39.27,138.48.13.0,300,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.43.21,138.48.10.52,100,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.45.58,138.48.7.41,150,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.41.5,138.48.5.73,300,
222038,,静岡県,沼津市,消火栓,沼津市原町中三丁目,,35.7.41.91,138.48.9.92,100,
222038,,静岡県,沼津市,消火栓,沼津市原（西町）,,35.7.51.19,138.48.9.48,100,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.34.24,138.48.15.58,300,
222038,,静岡県,沼津市,消火栓,沼津市東熊堂,,35.7.16.06,138.51.57.44,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.12.64,138.52.14.44,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮７７番６号,,35.7.4.94,138.52.10.24,100,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.26.81,138.51.6.84,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.27.55,138.51.9.46,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.26.34,138.51.12.58,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.24.06,138.51.14.85,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.21.61,138.51.14.91,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.18.45,138.51.15.71,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.15.65,138.51.17.03,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.9.12.76,138.51.19.08,150,
222038,,静岡県,沼津市,消火栓,沼津市足高,,35.8.55.15,138.51.24.84,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大上）,,34.57.42.79,138.48.31.95,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大上）,,34.57.47.11,138.48.31.27,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大上）,,34.57.47.26,138.48.34.52,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大上）,,34.57.47.05,138.48.21.81,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.58.5.61,138.47.44.55,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.58.3.16,138.47.46.46,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.58.0.6,138.47.47.39,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.57.58.72,138.47.54.01,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.57.58.2,138.47.56.23,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.57.57.3,138.48.1.05,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.57.56.51,138.48.2.92,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（中上）,,34.57.55.41,138.48.5.81,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.7.89,138.47.24.86,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.9.79,138.47.24.83,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.8.29,138.47.20.17,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.11.83,138.47.20.29,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.13.4,138.47.20.88,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.14.46,138.47.23.36,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（平戸）,,34.58.13.93,138.47.18.41,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.3.81,138.47.28.51,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.1.78,138.47.30.06,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.1.66,138.47.33.17,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.5.94,138.47.33.21,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.4.85,138.47.37.54,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.6.66,138.47.42.23,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.2.55,138.47.41.88,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.1.36,138.47.39.05,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大門）,,34.58.0.98,138.47.43.88,300,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.0.64,138.47.26.64,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.0.18,138.47.24.1,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.0.0,138.47.19.66,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.59.8,138.47.19.14,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.57.71,138.47.18.74,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.56.27,138.47.18.98,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.55.73,138.47.17.67,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.55.07,138.47.17.15,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.57.57.1,138.47.15.63,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.0.03,138.47.13.74,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.2.66,138.47.10.84,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）,,34.58.3.67,138.47.14.96,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（口南）,,34.57.58.55,138.46.51.72,125,
222038,,静岡県,沼津市,消火栓,沼津市戸田（口南）,,34.58.0.45,138.46.51.87,100,
222038,,静岡県,沼津市,防火水槽,沼津市内浦三津,,35.1.10.14,138.54.5.29,,
222038,,静岡県,沼津市,消火栓,沼津市戸田（上野）１２９７番５号,,34.58.5.13,138.47.19.78,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.58.0.66,138.47.10.44,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.59.21,138.47.10.1,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.58.76,138.47.8.41,250,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.58.74,138.47.6.01,250,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.58.03,138.47.4.07,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.56.86,138.47.2.32,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.59.28,138.47.2.02,250,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.57.32,138.47.0.52,250,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.57.82,138.46.58.8,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（小山田）,,34.57.55.9,138.47.1.14,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（鬼川）,,34.58.15.82,138.47.8.07,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.72,138.46.30.61,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.58.0.9,138.46.33.94,200,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.68,138.46.36.46,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.56.31,138.46.40.95,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.16,138.46.38.45,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.57.6,138.46.44.75,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.57.62,138.46.37.95,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.56.65,138.46.42.4,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.98,138.46.46.25,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.67,138.46.38.6,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（大浦）,,34.57.58.74,138.46.43.38,250,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.4.18,138.46.17.15,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.4.6,138.46.14.45,75,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.7.0,138.46.12.48,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.6.91,138.46.6.72,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.7.17,138.46.3.41,100,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.8.17,138.46.1.62,150,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.8.33,138.46.4.46,50,
222038,,静岡県,沼津市,消火栓,沼津市戸田（御浜）,,34.58.11.28,138.45.58.71,75,
222038,,静岡県,沼津市,防火水槽,沼津市錦町,,35.5.58.59,138.51.14.72,,
222038,,静岡県,沼津市,防火水槽,沼津市錦町,,35.5.49.67,138.51.11.92,,
222038,,静岡県,沼津市,防火水槽,沼津市本丸子町,,35.5.57.05,138.51.9.58,,
222038,,静岡県,沼津市,防火水槽,沼津市丸子町,,35.5.50.83,138.51.4.38,,
222038,,静岡県,沼津市,防火水槽,沼津市丸子町,,35.5.56.9,138.51.3.38,,
222038,,静岡県,沼津市,防火水槽,沼津市市道町,,35.5.41.46,138.51.11.96,,
222038,,静岡県,沼津市,防火水槽,沼津市真砂町,,35.5.47.8,138.51.7.17,,
222038,,静岡県,沼津市,防火水槽,沼津市市道町,,35.5.43.33,138.51.6.28,,
222038,,静岡県,沼津市,防火水槽,沼津市松下町,,35.5.41.36,138.51.1.3,,
222038,,静岡県,沼津市,防火水槽,沼津市東間門二丁目,,35.5.48.38,138.50.58.25,,
222038,,静岡県,沼津市,防火水槽,沼津市本松下,,35.5.38.49,138.50.55.09,,
222038,,静岡県,沼津市,防火水槽,沼津市東間門,,35.5.43.55,138.50.54.99,,
222038,,静岡県,沼津市,防火水槽,沼津市真砂町,,35.5.45.4,138.51.17.86,,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.51.96,138.52.28.14,75,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.38.34,138.52.37.6,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.44.16,138.52.38.38,150,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.47.9,138.52.31.64,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.41.73,138.52.36.54,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.46.38,138.52.25.95,200,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.30.09,138.52.47.91,100,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.29.63,138.52.29.72,250,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.33.12,138.52.44.68,100,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.26.95,138.52.45.8,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.36.14,138.52.35.17,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.22.2,138.52.38.62,150,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.31.41,138.52.29.86,250,
222038,,静岡県,沼津市,プール,沼津市原（西町）,,35.7.29.66,138.47.49.22,,
222038,,静岡県,沼津市,プール,沼津市原（六軒町）,,35.7.24.41,138.47.20.44,,
222038,,静岡県,沼津市,プール,沼津市大塚,,35.7.26.04,138.48.49.29,,
222038,,静岡県,沼津市,プール,沼津市大塚,,35.7.32.04,138.48.48.76,,
222038,,静岡県,沼津市,プール,沼津市平沼,,35.8.36.51,138.47.13.9,,
222038,,静岡県,沼津市,プール,沼津市平沼,,35.8.44.16,138.47.16.53,,
222038,,静岡県,沼津市,プール,沼津市石川,,35.8.45.64,138.46.55.08,,
222038,,静岡県,沼津市,プール,沼津市戸田（大上）,,34.57.53.23,138.48.17.38,,
222038,,静岡県,沼津市,消火栓,沼津市岡宮,,35.7.51.95,138.52.33.35,150,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.48.49,138.52.35.36,150,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.10.02,138.48.35.04,100,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.12.84,138.48.47.22,150,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.7.95,138.48.44.39,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.18.03,138.48.47.99,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.58.03,138.48.37.84,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.50.94,138.48.31.45,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.2.65,138.48.35.09,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.54.16,138.48.30.75,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.59.06,138.48.30.49,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.55.2,138.48.28.62,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.4.06,138.48.40.7,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.54.63,138.48.36.12,75,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.52.67,138.48.40.34,250,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.59.35,138.48.43.57,250,
222038,,静岡県,沼津市,消火栓,沼津市根古屋,,35.8.6.02,138.48.36.52,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.8.5.18,138.48.46.56,200,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.49.46,138.48.28.52,100,
222038,,静岡県,沼津市,消火栓,沼津市青野,,35.7.48.96,138.48.32.98,100,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.37.28,138.48.31.28,200,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.30.9,138.48.26.79,300,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.26.49,138.48.23.69,150,
222038,,静岡県,沼津市,消火栓,沼津市原（東町）,,35.7.37.06,138.48.29.46,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.30.52,138.50.22.38,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.38.83,138.50.21.54,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.34.13,138.50.21.72,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.30.04,138.50.21.59,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.27.38,138.50.21.69,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.3.37,138.50.44.15,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.21.17,138.50.36.88,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.18.9,138.50.37.18,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.22.4,138.50.36.17,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.19.5,138.50.40.62,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.19.95,138.50.32.84,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.9.15,138.50.28.29,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.16.88,138.50.28.45,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.13.95,138.50.28.39,150,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.9.54,138.50.27.35,70,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.15.36,138.50.25.48,75,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.13.2,138.50.32.22,100,
222038,,静岡県,沼津市,消火栓,沼津市東椎路,,35.7.9.18,138.50.31.45,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.13.62,138.50.53.71,100,
222038,,静岡県,沼津市,消火栓,沼津市西沢田,,35.7.9.09,138.50.51.36,100,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.48.35,138.49.53.41,100,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.45.08,138.49.50.75,100,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.47.69,138.49.45.03,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.56.5,138.49.49.97,100,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.52.89,138.49.41.42,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.46.86,138.49.37.45,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.53.44,138.49.31.67,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦重寺１０番４７号地先,,35.1.59.9,138.54.1.03,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海,,35.1.33.05,138.53.47.53,75,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海,,35.1.29.31,138.53.48.3,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海,,35.1.26.26,138.53.50.5,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海,,35.1.23.59,138.54.0.88,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海,,35.1.24.58,138.53.56.25,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦小海３０番地１０２,,35.1.23.11,138.53.57.63,75,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.19.45,138.54.7.55,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.14.67,138.54.9.06,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.16.27,138.54.27.14,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津８０番地,,35.1.6.82,138.54.9.38,75,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.9.51,138.54.6.79,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.1.49,138.54.1.5,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.0.59.55,138.53.59.28,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.0.58.44,138.54.2.48,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.5.14,138.54.2.71,150,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.10.4,138.54.5.18,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.16.09,138.54.13.41,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.23.58,138.54.25.4,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦三津,,35.1.15.53,138.54.18.66,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦長浜,,35.0.56.31,138.53.55.89,200,
222038,,静岡県,沼津市,消火栓,沼津市内浦長浜,,35.0.54.91,138.53.51.65,100,
222038,,静岡県,沼津市,消火栓,沼津市内浦長浜,,35.0.50.63,138.53.47.76,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.5.56.58,138.52.49.49,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（駅前町）,,35.6.44.23,138.52.58.16,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（駅前町）,,35.6.44.53,138.52.55.01,100,
222038,,静岡県,沼津市,消火栓,沼津市緑ケ丘,,35.6.58.99,138.52.51.36,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（駅前町）,,35.6.47.18,138.52.50.44,150,
222038,,静岡県,沼津市,消火栓,沼津市岡一色,,35.7.2.61,138.52.48.72,100,
222038,,静岡県,沼津市,消火栓,沼津市緑ケ丘,,35.7.1.39,138.52.44.47,300,
222038,,静岡県,沼津市,消火栓,沼津市大岡（駅前町）,,35.6.55.96,138.52.44.67,100,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.55.1,138.49.27.88,200,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.56.0,138.49.34.87,50,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.56.02,138.49.34.88,50,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.7.2.2,138.49.33.75,150,
222038,,静岡県,沼津市,消火栓,沼津市大諏訪,,35.6.38.68,138.49.51.91,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.35.74,138.49.45.89,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.40.87,138.49.47.77,150,
222038,,静岡県,沼津市,消火栓,沼津市松長,,35.6.38.55,138.49.39.62,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（下石田）,,35.6.9.59,138.52.40.03,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.9.96,138.52.37.94,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.3.26,138.52.30.92,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.8.73,138.52.36.16,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.8.24,138.52.37.18,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.4.21,138.52.37.68,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.5.23,138.52.35.63,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.2.44,138.52.35.14,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.10.66,138.52.32.42,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.5.32,138.52.31.17,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.0.08,138.52.31.38,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.0.65,138.52.25.93,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（石田ケ丘）,,35.6.17.66,138.52.44.26,250,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.10.96,138.52.29.77,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.16.47,138.52.42.87,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.12.94,138.52.37.99,100,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.53.31,138.54.6.78,200,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.49.98,138.54.32.66,100,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.56.71,138.54.19.51,100,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.57.24,138.54.8.34,100,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.53.67,138.54.27.94,100,
222038,,静岡県,沼津市,消火栓,沼津市多比,,35.2.49.65,138.54.19.34,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.37.17,138.54.38.63,200,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.36.46,138.54.35.9,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.33.84,138.54.36.48,200,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.40.33,138.54.37.19,200,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.34.04,138.54.33.61,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.34.02,138.54.31.83,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.31.31,138.54.27.32,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.30.11,138.54.24.82,150,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.29.57,138.54.23.24,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.27.2,138.54.23.55,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.29.21,138.54.23.0,150,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.30.36,138.54.19.42,150,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.24.12,138.54.20.81,100,
222038,,静岡県,沼津市,消火栓,沼津市口野,,35.2.21.99,138.54.19.26,100,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.47.22,138.52.33.53,150,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.5.16,138.52.25.6,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.6.0.91,138.52.25.1,200,
222038,,静岡県,沼津市,消火栓,沼津市大岡（日吉）,,35.5.52.44,138.52.24.87,200,
222038,,静岡県,沼津市,消火栓,沼津市平町,,35.5.48.32,138.52.23.82,300,
222038,,静岡県,沼津市,消火栓,沼津市平町,,35.5.45.43,138.52.23.77,100,
222038,,静岡県,沼津市,消火栓,沼津市山王台,,35.6.5.69,138.52.20.78,200,
222038,,静岡県,沼津市,消火栓,沼津市山王台,,35.6.1.7,138.52.19.89,100,
222038,,静岡県,沼津市,消火栓,沼津市平町,,35.5.49.67,138.52.19.25,150,
222038,,静岡県,沼津市,消火栓,沼津市平町,,35.5.50.23,138.52.15.58,150,
222038,,静岡県,沼津市,消火栓,沼津市沼北町一丁目,,35.6.30.52,138.51.27.58,100,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.44.44,138.53.0.946,75,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.48.75,138.52.53.6,100,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.45.23,138.52.54.796,100,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.44.78,138.52.55.79,400,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.43.11,138.52.55.54,400,
222038,,静岡県,沼津市,消火栓,沼津市中瀬町,,35.5.44.19,138.52.51.418,400,
